ID,Incident_Num,Incident_Type,Occured_date_time,Precinct,Sector,Beat,Officer_ID,Subject_ID,Subject_Race,Subject_Gender
14473-2094-3070,14473,Level 2 - Use of Force,2017-02-13T08:54:00,W,D,D3,2094,3070,White,Male
14522-1748-3070,14522,Level 2 - Use of Force,2017-02-13T08:40:00,W,D,D3,1748,3070,White,Male
14523-1774-3070,14523,Level 2 - Use of Force,2017-02-13T08:40:00,W,D,D3,1774,3070,White,Male
15302-1747-11750,15302,Level 1 - Use of Force,2017-04-18T16:49:00,W,M,M2,1747,11750,Black or African American,Female
14717-1803-11952,14717,Level 1 - Use of Force,2017-03-06T19:43:00,S,R,R3,1803,11952,Black or African American,Male
14718-1169-11952,14718,Level 1 - Use of Force,2017-03-06T19:43:00,S,R,R3,1169,11952,Black or African American,Male
14718-1169-11953,14718,Level 1 - Use of Force,2017-03-06T19:43:00,S,R,R3,1169,11953,,Male
15332-2017-12285,15332,Level 1 - Use of Force,2017-04-20T12:40:00,W,Q,Q2,2017,12285,White,Male
15365-1443-8636,15365,Level 1 - Use of Force,2017-04-23T14:05:00,E,G,G3,1443,8636,Black or African American,Male
15369-2214-8636,15369,Level 1 - Use of Force,2017-04-23T14:03:00,E,G,G3,2214,8636,Black or African American,Male
15370-2231-8636,15370,Level 1 - Use of Force,2017-04-23T14:29:00,E,G,G3,2231,8636,Black or African American,Male
15364-2145-8636,15364,Level 1 - Use of Force,2017-04-23T14:04:00,E,G,G3,2145,8636,Black or African American,Male
14658-2142-11915,14658,Level 1 - Use of Force,2017-03-01T12:21:00,W,Q,Q3,2142,11915,White,Male
14769-1663-11525,14769,Level 1 - Use of Force,2017-03-10T12:53:00,N,B,B3,1663,11525,White,Male
14770-1551-11525,14770,Level 1 - Use of Force,2017-03-10T12:53:00,N,B,B3,1551,11525,White,Male
14703-1776-11948,14703,Level 1 - Use of Force,2017-03-04T21:19:00,N,U,U1,1776,11948,White,Male
16521-1682-9336,16521,Level 2 - Use of Force,2017-07-20T19:44:00,W,D,D3,1682,9336,White,Male
16810-1699-13380,16810,Level 1 - Use of Force,2017-08-09T10:49:00,S,R,R1,1699,13380,,Female
17036-2350-13631,17036,Level 2 - Use of Force,2017-08-25T05:04:00,N,B,B1,2350,13631,White,Female
17045-1544-13631,17045,Level 2 - Use of Force,2017-08-25T05:04:00,N,B,B1,1544,13631,White,Female
16822-2103-13383,16822,Level 1 - Use of Force,2017-08-09T13:30:00,N,B,B1,2103,13383,White,Female
16823-1562-13383,16823,Level 1 - Use of Force,2017-08-09T13:50:00,N,B,B1,1562,13383,White,Female
16895-361-13509,16895,Level 1 - Use of Force,2017-08-15T12:30:00,S,O,O2,361,13509,Black or African American,Male
19147-456-4805,19147,Level 2 - Use of Force,2018-01-14T15:26:00,X,X,XX,456,4805,White,Female
14117-1559-11573,14117,Level 1 - Use of Force,2017-01-16T01:05:00,N,U,U2,1559,11573,White,Female
14118-2239-11573,14118,Level 1 - Use of Force,2017-01-16T01:05:00,N,U,U2,2239,11573,White,Female
15161-1128-5005,15161,Level 2 - Use of Force,2017-04-07T08:27:00,S,O,O2,1128,5005,White,Male
15243-611-5005,15243,Level 1 - Use of Force,2017-04-07T08:27:00,S,O,O2,611,5005,White,Male
13957-1732-11472,13957,Level 2 - Use of Force,2017-01-02T20:42:00,SW,F,F3,1732,11472,Asian,Male
13946-963-11469,13946,Level 2 - Use of Force,2017-01-01T14:30:00,N,L,L2,963,11469,Black or African American,Male
13947-2156-11469,13947,Level 2 - Use of Force,2017-01-01T14:30:00,N,L,L2,2156,11469,Black or African American,Male
13949-2146-11469,13949,Level 2 - Use of Force,2017-01-01T13:48:00,N,L,L2,2146,11469,Black or African American,Male
13950-2148-11469,13950,Level 2 - Use of Force,2017-01-01T14:30:00,N,L,L2,2148,11469,Black or African American,Male
13951-2202-11469,13951,Level 2 - Use of Force,2017-01-01T14:30:00,N,L,L2,2202,11469,Black or African American,Male
19082-2133-15123,19082,Level 1 - Use of Force,2018-01-10T07:45:00,N,L,L2,2133,15123,White,Male
14112-1168-11574,14112,Level 1 - Use of Force,2017-01-16T01:16:00,W,K,K2,1168,11574,Black or African American,Male
14213-1884-11633,14213,Level 1 - Use of Force,2017-01-23T15:00:00,E,G,G3,1884,11633,Black or African American,Male
14214-2172-11633,14214,Level 1 - Use of Force,2017-01-23T15:00:00,E,G,G3,2172,11633,Black or African American,Male
14116-1164-11576,14116,Level 2 - Use of Force,2017-01-16T18:27:00,W,D,D1,1164,11576,Black or African American,Male
14119-1875-11576,14119,Level 2 - Use of Force,2017-01-16T18:27:00,W,D,D1,1875,11576,Black or African American,Male
14185-1582-3071,14185,Level 1 - Use of Force,2017-01-22T13:51:00,N,L,L2,1582,3071,White,Male
14187-1588-3071,14187,Level 1 - Use of Force,2017-01-22T14:06:00,N,L,L2,1588,3071,White,Male
14243-2231-11641,14243,Level 1 - Use of Force,2017-01-25T07:23:00,N,U,U1,2231,11641,White,Male
14304-1823-11679,14304,Level 1 - Use of Force,2017-01-31T01:10:00,N,J,J2,1823,11679,White,Female
14000-1687-11494,14000,Level 1 - Use of Force,2017-01-06T10:14:00,N,N,N1,1687,11494,White,Male
14330-1693-11681,14330,Level 1 - Use of Force,2017-01-30T10:09:00,S,O,O2,1693,11681,White,Female
14449-1076-11792,14449,Level 1 - Use of Force,2017-02-11T14:10:00,W,D,D2,1076,11792,Asian,Female
14179-1721-11616,14179,Level 2 - Use of Force,2017-01-21T15:43:00,N,J,J1,1721,11616,White,Male
14482-1726-11808,14482,Level 1 - Use of Force,2017-02-15T04:37:00,S,O,O2,1726,11808,Hispanic or Latino,Male
14102-2121-10696,14102,Level 1 - Use of Force,2017-01-15T22:24:00,W,Q,Q3,2121,10696,White,Male
18205-2104-14370,18205,Level 1 - Use of Force,2017-11-12T18:45:00,W,K,K2,2104,14370,Black or African American,Male
24199-1110-16190,24199,Level 1 - Use of Force,2018-04-14T07:25:00,W,K,K2,1110,16190,White,Male
14548-967-11859,14548,Level 1 - Use of Force,2017-02-22T06:05:00,N,J,J3,967,11859,White,Female
14544-2188-4350,14544,Level 1 - Use of Force,2017-02-21T21:37:00,N,U,U1,2188,4350,White,Male
14541-2222-11853,14541,Level 1 - Use of Force,2017-02-21T23:31:00,N,B,B1,2222,11853,White,Female
14512-1809-11819,14512,Level 1 - Use of Force,2017-02-16T02:11:00,S,S,S2,1809,11819,Black or African American,Male
14510-334-11819,14510,Level 1 - Use of Force,2017-02-17T02:58:00,S,S,S2,334,11819,Black or African American,Male
14514-1796-11822,14514,Level 1 - Use of Force,2017-02-18T20:11:00,S,R,R2,1796,11822,Black or African American,Male
14150-1636-11591,14150,Level 2 - Use of Force,2017-01-18T11:49:00,W,K,K3,1636,11591,Black or African American,Female
14145-639-11585,14145,Level 2 - Use of Force,2017-01-18T11:49:00,W,K,K3,639,11585,Black or African American,Female
14611-702-11880,14611,Level 1 - Use of Force,2017-02-22T20:36:00,E,G,G1,702,11880,Black or African American,Male
14642-1120-11880,14642,Level 1 - Use of Force,2017-02-22T20:36:00,E,G,G1,1120,11880,Black or African American,Male
14498-175-11812,14498,Level 1 - Use of Force,2017-02-16T11:07:00,SW,F,F1,175,11812,Black or African American,Male
14217-1858-11636,14217,Level 2 - Use of Force,2017-01-23T18:25:00,W,Q,Q1,1858,11636,White,Female
14560-2017-11863,14560,Level 1 - Use of Force,2017-02-22T19:40:00,W,D,D1,2017,11863,White,Male
18248-1782-14391,18248,Level 1 - Use of Force,2017-11-15T06:00:00,W,D,D2,1782,14391,Hispanic or Latino,Male
18351-2017-14439,18351,Level 1 - Use of Force,2017-11-21T12:19:00,W,D,D3,2017,14439,White,Male
18321-1608-14428,18321,Level 1 - Use of Force,2017-11-19T18:19:00,X,X,XX,1608,14428,Black or African American,Male
18323-1665-14428,18323,Level 1 - Use of Force,2017-11-19T18:19:00,N,U,U1,1665,14428,Black or African American,Male
18501-2099-14716,18501,Level 1 - Use of Force,2017-12-04T23:30:00,W,M,M3,2099,14716,Black or African American,Male
18486-2237-14515,18486,Level 1 - Use of Force,2017-12-03T19:00:00,N,N,N3,2237,14515,Asian,Male
18433-671-14479,18433,Level 1 - Use of Force,2017-11-29T08:01:00,SW,W,W1,671,14479,Black or African American,Male
18433-671-14480,18433,Level 1 - Use of Force,2017-11-29T08:01:00,SW,W,W1,671,14480,Black or African American,Male
18442-1698-14480,18442,Level 1 - Use of Force,2017-11-29T08:01:00,SW,W,W1,1698,14480,Black or African American,Male
18432-2349-14449,18432,Level 1 - Use of Force,2017-11-23T05:45:00,W,K,K3,2349,14449,White,Female
18355-1572-14441,18355,Level 1 - Use of Force,2017-11-21T19:20:00,X,X,XX,1572,14441,White,Male
18390-1665-14441,18390,Level 1 - Use of Force,2017-11-21T19:15:00,N,J,J1,1665,14441,White,Male
18461-1878-14500,18461,Level 1 - Use of Force,2017-12-01T13:38:00,E,C,C2,1878,14500,,Male
18379-1805-14457,18379,Level 1 - Use of Force,2017-11-24T21:45:00,N,J,J3,1805,14457,White,Male
18380-1781-14457,18380,Level 1 - Use of Force,2017-11-24T21:45:00,N,J,J3,1781,14457,White,Male
18411-1881-14469,18411,Level 1 - Use of Force,2017-11-28T01:44:00,W,K,K2,1881,14469,,Female
18410-2185-14471,18410,Level 1 - Use of Force,2017-11-28T01:33:00,W,K,K1,2185,14471,Black or African American,Female
18450-1665-14495,18450,Level 1 - Use of Force,2017-11-30T20:10:00,N,L,L2,1665,14495,White,Male
18404-2422-14501,18404,Level 1 - Use of Force,2017-11-27T15:53:00,S,S,S1,2422,14501,Black or African American,Male
18435-1575-14481,18435,Level 1 - Use of Force,2017-11-29T12:21:00,S,S,S2,1575,14481,Asian,Male
18577-1840-14756,18577,Level 1 - Use of Force,2017-12-08T12:06:00,E,E,E1,1840,14756,,Male
18641-1812-14782,18641,Level 1 - Use of Force,2017-12-12T22:51:00,E,E,E3,1812,14782,Black or African American,Male
18981-2229-14980,18981,Level 2 - Use of Force,2018-01-03T12:00:00,N,L,L3,2229,14980,White,Male
18975-2301-14979,18975,Level 2 - Use of Force,2018-01-03T11:53:00,N,L,L3,2301,14979,White,Male
18976-963-14980,18976,Level 2 - Use of Force,2018-01-03T11:44:00,N,L,L3,963,14980,White,Male
18977-1085-14979,18977,Level 2 - Use of Force,2018-01-03T11:45:00,N,L,L3,1085,14979,White,Male
18979-2103-14980,18979,Level 2 - Use of Force,2018-01-03T11:59:00,N,L,L3,2103,14980,White,Male
18980-2202-14980,18980,Level 2 - Use of Force,2018-01-03T11:49:00,N,L,L3,2202,14980,White,Male
21833-2309-15792,21833,Level 1 - Use of Force,2018-03-08T15:27:00,N,U,U1,2309,15792,White,Female
21937-967-15811,21937,Level 1 - Use of Force,2018-03-10T13:30:00,N,N,N2,967,15811,White,Male
27322-2321-16727,27322,Level 1 - Use of Force,2018-05-30T07:25:00,E,G,G1,2321,16727,Black or African American,Male
15174-1768-12204,15174,Level 1 - Use of Force,2017-04-09T01:11:00,W,M,M3,1768,12204,White,Male
15605-2144-12446,15605,Level 1 - Use of Force,2017-05-10T22:45:00,SW,W,W1,2144,12446,Hispanic or Latino,Female
15633-1725-12461,15633,Level 1 - Use of Force,2017-05-12T21:00:00,W,D,D3,1725,12461,White,Male
15692-1682-12500,15692,Level 1 - Use of Force,2017-05-18T14:26:00,W,M,M3,1682,12500,,Female
15660-1443-11991,15660,Level 2 - Use of Force,2017-05-15T17:03:00,E,G,G3,1443,11991,Black or African American,Male
15659-1807-11991,15659,Level 2 - Use of Force,2017-05-15T17:04:00,E,G,G3,1807,11991,Black or African American,Male
15661-1203-11991,15661,Level 2 - Use of Force,2017-05-15T17:01:00,E,G,G3,1203,11991,Black or African American,Male
15815-2140-12568,15815,Level 1 - Use of Force,2017-05-28T21:39:00,N,U,U2,2140,12568,White,Male
15760-2120-12133,15760,Level 1 - Use of Force,2017-05-24T00:10:00,W,D,D2,2120,12133,White,Male
15657-2111-12483,15657,Level 2 - Use of Force,2017-05-12T01:56:00,SW,F,F1,2111,12483,White,Male
15657-2118-12483,15657,Level 2 - Use of Force,2017-05-12T01:56:00,SW,F,F1,2118,12483,White,Male
30231-1803-7093,30231,Level 1 - Use of Force,2018-07-14T00:45:00,,-,,1803,7093,,Male
30382-967-17229,30382,Level 1 - Use of Force,2018-07-17T06:05:00,,-,,967,17229,White,Female
29344-1554-17042,29344,Level 2 - Use of Force,2018-06-28T22:31:00,,-,,1554,17042,,Male
30868-2422-17318,30868,Level 1 - Use of Force,2018-07-25T15:25:00,,-,,2422,17318,White,Male
29832-797-17155,29832,Level 1 - Use of Force,2018-07-08T07:30:00,,-,,797,17155,White,Male
30141-898-17190,30141,Level 1 - Use of Force,2018-07-12T16:14:00,,-,,898,17190,,Female
30368-2427-17227,30368,Level 1 - Use of Force,2018-07-17T04:47:00,,-,,2427,17227,White,Male
30927-2168-11573,30927,Level 1 - Use of Force,2018-07-26T12:11:00,,-,,2168,11573,White,Female
30938-1796-8304,30938,Level 1 - Use of Force,2018-07-26T13:38:00,,-,,1796,8304,,Male
30964-1137-17333,30964,Level 1 - Use of Force,2018-07-27T02:28:00,,-,,1137,17333,White,Female
31482-1899-12179,31482,Level 1 - Use of Force,2018-08-04T10:15:00,,-,,1899,12179,Black or African American,Male
31181-4764-9192,31181,Level 1 - Use of Force,2018-07-30T16:53:00,,-,,4764,9192,White,Male
31198-1543-17374,31198,Level 1 - Use of Force,2018-07-31T22:08:00,,-,,1543,17374,,Female
31198-2153-17374,31198,Level 1 - Use of Force,2018-07-31T22:08:00,,-,,2153,17374,,Female
31198-2189-17374,31198,Level 1 - Use of Force,2018-07-31T22:08:00,,-,,2189,17374,,Female
31200-1543-17374,31200,Level 1 - Use of Force,2018-07-30T22:14:00,,-,,1543,17374,,Female
30963-1738-17333,30963,Level 1 - Use of Force,2018-07-27T03:15:00,,-,,1738,17333,White,Female
31876-1743-17489,31876,Level 1 - Use of Force,2018-08-10T15:16:00,,-,,1743,17489,Asian,Male
31871-1743-17489,31871,Level 1 - Use of Force,2018-08-10T15:29:00,,-,,1743,17489,Asian,Male
31871-2183-17489,31871,Level 1 - Use of Force,2018-08-10T15:29:00,,-,,2183,17489,Asian,Male
30800-4759-15571,30800,Level 1 - Use of Force,2018-02-15T13:08:00,,-,,4759,15571,Black or African American,Male
30384-1785-17230,30384,Level 1 - Use of Force,2018-07-17T06:00:00,,-,,1785,17230,White,Female
31039-1642-13899,31039,Level 1 - Use of Force,2018-07-28T00:34:00,,-,,1642,13899,White,Male
30866-2458-17317,30866,Level 1 - Use of Force,2018-07-25T14:20:00,,-,,2458,17317,,Female
30842-200-17308,30842,Level 1 - Use of Force,2018-07-25T12:30:00,,-,,200,17308,White,Female
30843-844-17308,30843,Level 1 - Use of Force,2018-07-25T12:30:00,,-,,844,17308,White,Female
30844-1061-17309,30844,Level 1 - Use of Force,2018-07-25T12:30:00,,-,,1061,17309,White,Female
31396-2309-2443,31396,Level 1 - Use of Force,2018-08-02T14:20:00,,-,,2309,2443,White,Female
30966-1118-17334,30966,Level 1 - Use of Force,2018-07-26T22:46:00,,-,,1118,17334,White,Male
30967-102-17333,30967,Level 1 - Use of Force,2018-07-27T01:59:00,,-,,102,17333,White,Female
31405-2160-17410,31405,Level 1 - Use of Force,2018-08-03T03:49:00,,-,,2160,17410,White,Male
31397-1572-17418,31397,Level 1 - Use of Force,2018-08-02T18:30:00,,-,,1572,17418,Black or African American,Male
31281-2469-17398,31281,Level 1 - Use of Force,2018-07-31T20:36:00,,-,,2469,17398,White,Male
31266-4854-17394,31266,Level 1 - Use of Force,2018-07-31T16:17:00,,-,,4854,17394,White,Female
30021-1875-17174,30021,Level 1 - Use of Force,2018-07-10T22:07:00,,-,,1875,17174,Asian,Female
14982-1554-12108,14982,Level 1 - Use of Force,2017-03-23T18:56:00,E,C,C3,1554,12108,,Male
15103-1615-10935,15103,Level 1 - Use of Force,2017-04-03T19:55:00,X,X,XX,1615,10935,,Male
15033-1573-12127,15033,Level 1 - Use of Force,2017-03-29T16:58:00,E,C,C3,1573,12127,Black or African American,Male
15030-1868-12127,15030,Level 1 - Use of Force,2017-03-29T16:58:00,E,C,C3,1868,12127,Black or African American,Male
25507-2237-742,25507,Level 1 - Use of Force,2018-05-02T18:23:00,N,N,N3,2237,742,White,Male
15048-1658-2488,15048,Level 2 - Use of Force,2017-03-30T15:00:00,N,N,N3,1658,2488,Black or African American,Male
14806-1884-11998,14806,Level 2 - Use of Force,2017-03-12T13:52:00,E,G,G3,1884,11998,Black or African American,Male
14923-1815-12078,14923,Level 1 - Use of Force,2017-03-22T12:46:00,E,E,E1,1815,12078,White,Female
15006-900-12108,15006,Level 1 - Use of Force,2017-03-23T18:56:00,E,C,C3,900,12108,,Male
15076-2313-5005,15076,Level 1 - Use of Force,2017-04-01T09:45:00,S,O,O2,2313,5005,White,Male
15236-2146-12231,15236,Level 1 - Use of Force,2017-04-13T22:57:00,N,L,L3,2146,12231,Black or African American,Male
15212-1631-2290,15212,Level 1 - Use of Force,2017-04-12T11:00:00,S,R,R3,1631,2290,Black or African American,Female
15162-2310-11102,15162,Level 1 - Use of Force,2017-04-07T18:00:00,S,R,R2,2310,11102,Black or African American,Male
31184-2143-17373,31184,Level 1 - Use of Force,2018-07-30T16:34:00,,-,,2143,17373,,Male
28984-1572-1587,28984,Level 1 - Use of Force,2018-06-22T17:41:00,,-,,1572,1587,White,Male
31114-2153-17366,31114,Level 1 - Use of Force,2018-07-30T01:34:00,,-,,2153,17366,,Female
31669-2458-1367,31669,Level 1 - Use of Force,2018-08-07T19:42:00,,-,,2458,1367,Black or African American,Male
19157-1862-15155,19157,Level 2 - Use of Force,2018-01-14T21:05:00,E,C,C1,1862,15155,White,Female
19149-2312-15155,19149,Level 2 - Use of Force,2018-01-14T21:12:00,E,C,C1,2312,15155,White,Female
19242-2244-15196,19242,Level 1 - Use of Force,2018-01-20T00:45:00,X,X,XX,2244,15196,,Female
19288-1254-15210,19288,Level 2 - Use of Force,2018-01-22T20:40:00,X,X,XX,1254,15210,Black or African American,Male
19287-1150-15210,19287,Level 2 - Use of Force,2018-01-22T20:25:00,X,X,XX,1150,15210,Black or African American,Male
19286-1576-15210,19286,Level 2 - Use of Force,2018-01-22T20:31:00,W,D,D1,1576,15210,Black or African American,Male
19436-1850-15284,19436,Level 1 - Use of Force,2018-01-31T04:57:00,W,K,K2,1850,15284,White,Male
20417-1215-1204,20417,Level 1 - Use of Force,2018-02-13T15:34:00,S,R,R2,1215,1204,Black or African American,Male
19803-2239-15344,19803,Level 1 - Use of Force,2018-02-02T01:51:00,X,X,XX,2239,15344,White,Male
19630-2209-15347,19630,Level 1 - Use of Force,2018-02-02T22:51:00,N,N,N3,2209,15347,,Male
19373-414-15257,19373,Level 1 - Use of Force,2018-01-27T15:18:00,SW,F,F2,414,15257,,Female
19415-1751-15257,19415,Level 1 - Use of Force,2018-01-27T14:53:00,SW,F,F2,1751,15257,,Female
19400-1734-15272,19400,Level 1 - Use of Force,2018-01-29T13:15:00,W,D,D2,1734,15272,,Male
19401-2177-15272,19401,Level 1 - Use of Force,2018-01-29T13:36:00,S,O,O3,2177,15272,,Male
19402-612-15273,19402,Level 1 - Use of Force,2018-01-29T13:10:00,E,E,E1,612,15273,Hispanic or Latino,Male
19325-1732-15228,19325,Level 1 - Use of Force,2018-01-03T20:12:00,X,X,XX,1732,15228,Asian,Male
18983-1602-14985,18983,Level 2 - Use of Force,2018-01-03T20:13:00,N,U,U3,1602,14985,Asian,Female
20390-1815-15537,20390,Level 1 - Use of Force,2018-02-10T13:00:00,E,E,E2,1815,15537,White,Male
20486-2454-15596,20486,Level 1 - Use of Force,2018-02-14T21:31:00,N,B,B1,2454,15596,White,Female
19034-2095-3521,19034,Level 2 - Use of Force,2018-01-06T16:40:00,N,U,U2,2095,3521,,Male
19655-671-15361,19655,Level 1 - Use of Force,2018-02-03T10:41:00,SW,F,F2,671,15361,White,Male
19691-2188-11641,19691,Level 1 - Use of Force,2018-02-04T20:28:00,N,U,U1,2188,11641,White,Male
20528-1554-13571,20528,Level 1 - Use of Force,2018-02-15T10:30:00,X,X,XX,1554,13571,Black or African American,Male
20215-1167-15505,20215,Level 1 - Use of Force,2018-02-11T10:30:00,SW,F,F1,1167,15505,White,Male
15662-1865-12484,15662,Level 1 - Use of Force,2017-05-15T22:40:00,N,N,N1,1865,12484,White,Female
16191-1782-12707,16191,Level 2 - Use of Force,2017-06-15T10:40:00,W,K,K1,1782,12707,White,Male
16044-2311-12707,16044,Level 2 - Use of Force,2017-06-15T10:30:00,W,K,K1,2311,12707,White,Male
16092-2298-12707,16092,Level 2 - Use of Force,2017-06-15T10:20:00,W,K,K1,2298,12707,White,Male
16153-2150-12507,16153,Level 2 - Use of Force,2017-06-21T13:10:00,W,K,K1,2150,12507,Black or African American,Male
16154-1047-12507,16154,Level 2 - Use of Force,2017-06-21T11:20:00,W,K,K1,1047,12507,Black or African American,Male
16581-2301-13182,16581,Level 1 - Use of Force,2017-07-25T20:22:00,S,O,O3,2301,13182,Black or African American,Male
16587-1260-13182,16587,Level 1 - Use of Force,2017-07-25T20:20:00,S,O,O3,1260,13182,Black or African American,Male
16587-1260-13183,16587,Level 1 - Use of Force,2017-07-25T20:20:00,S,O,O3,1260,13183,Black or African American,Male
16563-1221-13172,16563,Level 1 - Use of Force,2017-07-24T21:41:00,N,N,N2,1221,13172,,Male
16404-1889-11205,16404,Level 1 - Use of Force,2017-07-11T20:50:00,N,U,U2,1889,11205,White,Male
16197-709-4994,16197,Level 2 - Use of Force,2017-06-23T12:25:00,W,M,M3,709,4994,White,Male
16261-1849-12904,16261,Level 2 - Use of Force,2017-06-28T20:58:00,E,E,E3,1849,12904,White,Male
16257-1880-12898,16257,Level 2 - Use of Force,2017-06-28T20:57:00,E,E,E3,1880,12898,,Male
16622-1886-13214,16622,Level 1 - Use of Force,2017-07-28T07:30:00,N,N,N1,1886,13214,,Male
23102-2211-16011,23102,Level 1 - Use of Force,2018-03-27T18:16:00,E,E,E2,2211,16011,White,Male
16371-2203-12990,16371,Level 1 - Use of Force,2017-07-09T13:49:00,N,J,J1,2203,12990,White,Male
16390-675-13001,16390,Level 1 - Use of Force,2017-07-10T14:52:00,X,X,XX,675,13001,Asian,Male
16590-1705-13182,16590,Level 1 - Use of Force,2017-07-25T20:20:00,S,O,O3,1705,13182,Black or African American,Male
16693-1783-13279,16693,Level 1 - Use of Force,2017-08-02T12:11:00,S,R,R3,1783,13279,White,Male
30274-2779-8993,30274,Level 1 - Use of Force,2018-07-15T18:15:00,,-,,2779,8993,Black or African American,Male
30275-2445-16136,30275,Level 1 - Use of Force,2018-07-07T00:44:00,,-,,2445,16136,White,Female
30276-2448-1656,30276,Level 1 - Use of Force,2018-07-07T01:00:00,,-,,2448,1656,White,Female
29410-2343-17053,29410,Level 1 - Use of Force,2018-06-29T23:50:00,,-,,2343,17053,White,Male
29483-1819-234,29483,Level 1 - Use of Force,2018-07-01T23:51:00,,-,,1819,234,,Female
29667-1757-17119,29667,Level 1 - Use of Force,2018-07-05T02:26:00,,-,,1757,17119,,Male
29418-1618-17053,29418,Level 1 - Use of Force,2018-06-29T22:57:00,,-,,1618,17053,White,Male
29722-490-17135,29722,Level 1 - Use of Force,2018-07-05T22:58:00,,-,,490,17135,White,Male
29563-2185-11363,29563,Level 1 - Use of Force,2018-07-02T21:56:00,,-,,2185,11363,Black or African American,Male
26891-2165-16631,26891,Level 2 - Use of Force,2018-05-22T17:32:00,,-,,2165,16631,White,Male
29417-1599-17053,29417,Level 1 - Use of Force,2018-06-29T23:40:00,,-,,1599,17053,White,Male
27214-2224-16704,27214,Level 2 - Use of Force,2018-05-28T01:15:00,,-,,2224,16704,Asian,Male
19462-1658-9318,19462,Level 1 - Use of Force,2018-01-31T17:42:00,,-,,1658,9318,White,Male
30411-2359-8993,30411,Level 1 - Use of Force,2018-07-15T18:17:00,,-,,2359,8993,Black or African American,Male
30416-2779-17234,30416,Level 1 - Use of Force,2018-07-17T14:57:00,,-,,2779,17234,White,Female
24157-1266-16160,24157,Level 1 - Use of Force,2018-03-19T16:18:00,,-,,1266,16160,Black or African American,Male
29769-1840-17140,29769,Level 1 - Use of Force,2018-07-05T19:07:00,,-,,1840,17140,,Male
16962-2203-323,16962,Level 1 - Use of Force,2017-08-20T17:23:00,N,N,N1,2203,323,Black or African American,Male
16981-2399-323,16981,Level 1 - Use of Force,2017-08-20T17:23:00,N,N,N1,2399,323,Black or African American,Male
17163-2324-323,17163,Level 1 - Use of Force,2017-08-20T17:23:00,N,N,N1,2324,323,Black or African American,Male
17544-1566-13974,17544,Level 1 - Use of Force,2017-09-26T16:00:00,X,X,XX,1566,13974,Hispanic or Latino,Male
17279-1562-13825,17279,Level 1 - Use of Force,2017-09-10T00:43:00,W,M,M2,1562,13825,White,Male
17298-1768-13838,17298,Level 1 - Use of Force,2017-09-11T22:36:00,W,K,K3,1768,13838,,Female
17301-1577-13838,17301,Level 1 - Use of Force,2017-09-11T22:30:00,W,K,K3,1577,13838,,Female
17442-188-13899,17442,Level 1 - Use of Force,2017-09-18T19:30:00,N,J,J1,188,13899,White,Male
17446-2117-13923,17446,Level 1 - Use of Force,2017-09-21T20:26:00,N,J,J1,2117,13923,Black or African American,Male
17447-2419-13923,17447,Level 1 - Use of Force,2017-09-21T20:45:00,N,J,J1,2419,13923,Black or African American,Male
17500-1562-13957,17500,Level 1 - Use of Force,2017-09-25T19:52:00,W,M,M1,1562,13957,White,Male
17148-2162-13746,17148,Level 2 - Use of Force,2017-08-31T18:11:00,N,L,L1,2162,13746,Asian,Male
17136-914-13746,17136,Level 2 - Use of Force,2017-08-31T18:07:00,X,X,XX,914,13746,Asian,Male
17138-1559-13748,17138,Level 2 - Use of Force,2017-08-31T18:10:00,N,L,L1,1559,13748,Asian,Male
17458-1841-13932,17458,Level 1 - Use of Force,2017-09-23T00:27:00,N,U,U3,1841,13932,White,Female
17167-1886-7979,17167,Level 2 - Use of Force,2017-09-03T08:30:00,N,L,L3,1886,7979,White,Male
17589-909-14014,17589,Level 2 - Use of Force,2017-08-30T03:52:00,N,N,N2,909,14014,White,Male
17583-1190-14014,17583,Level 1 - Use of Force,2017-09-30T04:30:00,N,N,N2,1190,14014,White,Male
17584-932-14014,17584,Level 1 - Use of Force,2017-09-30T04:25:00,N,N,N2,932,14014,White,Male
17585-1268-14014,17585,Level 1 - Use of Force,2017-09-29T22:55:00,N,N,N2,1268,14014,White,Male
16706-2296-13310,16706,Level 1 - Use of Force,2017-08-03T12:32:00,E,C,C2,2296,13310,Black or African American,Male
16707-1088-13310,16707,Level 1 - Use of Force,2017-08-03T12:30:00,E,C,C2,1088,13310,Black or African American,Male
16711-1555-13310,16711,Level 1 - Use of Force,2017-08-03T12:32:00,E,C,C2,1555,13310,Black or African American,Male
16704-788-13310,16704,Level 2 - Use of Force,2017-08-03T10:50:00,E,C,C2,788,13310,Black or African American,Male
17445-1878-13922,17445,Level 1 - Use of Force,2017-09-21T17:18:00,W,K,K3,1878,13922,,Male
16948-1167-13571,16948,Level 2 - Use of Force,2017-08-19T16:55:00,S,R,R1,1167,13571,Black or African American,Male
17103-1166-13628,17103,Level 2 - Use of Force,2017-08-24T20:18:00,SW,F,F2,1166,13628,White,Male
17016-2108-13617,17016,Level 1 - Use of Force,2017-08-23T19:05:00,SW,W,W3,2108,13617,Black or African American,Male
17017-2147-13617,17017,Level 1 - Use of Force,2017-08-23T18:34:00,SW,W,W3,2147,13617,Black or African American,Male
17065-1623-13617,17065,Level 2 - Use of Force,2017-08-23T19:00:00,SW,W,W3,1623,13617,Black or African American,Male
